size	Count
4134	1
2772	5
7809	3
3142	10
7654	5
1050	2
1177	2
3542	4
3965	2
4144	2
3815	3
2280	4
1442	4
3130	9
1031	3
7923	1
2183	9
2871	6
3169	8
3597	2
1874	4
7740	3
4379	4
6247	1
4174	4
3174	2
3084	8
1315	7
9573	1
1973	3
7991	3
1378	9
4210	5
1397	6
1299	10
2166	11
2086	4
4415	3
1371	8
2804	3
4193	6
7942	3
2966	5
3018	2
3974	4
1858	6
2295	9
503	10
1489	9
2836	6
4137	4
1001	3
4242	6
1138	4
1127	3
1466	3
1384	4
1168	1
4233	6
1433	8
2483	4
5674	1
2768	5
1368	2
4334	1
1260	1
5726	1
5148	3
2880	44
2566	4
984	2
8000	6
1450	7
2068	4
4266	2
4341	3
1594	14
4170	4
4654	2
1885	7
6763	1
2708	2
7502	1
2712	8
4315	3
2327	7
4204	6
2148	9
7203	1
2175	24
7293	1
1525	8
8047	2
7949	4
2206	9
3079	9
3043	8
4156	5
896	1
1549	6
4463	5
7956	1
3076	12
4162	4
8402	4
4026	3
5043	2
7708	1
8881	4
2413	4
3422	30
2872	4
2091	4
7614	1
2036	108
4355	4
2626	3
4525	7
4053	4
2692	4
6195	2
2678	6
1647	25
1104	4
14868	1
1588	9
2903	23
2332	7
1907	5
11094	1
2503	7
7732	2
3868	2
5913	1
2108	7
3569	3
1447	8
4376	4
2637	3
2253	10
7512	3
8572	1
7253	1
4472	6
2973	5
6068	1
9345	2
817	4
405	1
1805	7
2027	13
2631	10
4465	6
1802	3
2639	5
4619	1
1572	5
8894	1
2018	4
2438	6
2482	9
4191	2
1629	15
8198	1
4586	3
1388	7
6045	1
5880	1
2745	5
1513	8
4914	1
7048	3
2239	12
8294	4
5263	1
1762	4
1136	3
2381	6
2339	8
3101	6
2984	1
5628	2
4179	6
4466	3
3652	5
1894	4
4498	6
2342	8
14153	3
1418	6
2906	9
7497	3
8136	2
5153	2
3229	4
1445	4
330	1
7858	1
5546	2
1627	18
2749	4
5075	2
2575	5
4860	1
6294	2
1071	1
3749	4
3199	4
5156	5
4766	5
1097	4
2406	4
3328	4
1944	5
2602	6
8082	2
5919	1
8660	1
6360	2
5223	1
1346	9
3618	3
1145	2
6857	1
6090	1
4202	5
8249	2
7982	5
2567	4
1285	8
7461	2
4096	4
2980	4
2776	7
4249	3
2099	7
6513	1
2431	2
5091	1
1304	15
2098	3
1547	5
7370	2
4360	2
2734	7
1406	3
8171	3
6793	1
2449	8
2217	8
8110	1
8412	1
3082	7
6007	1
4348	4
931	1
8128	1
5344	1
1716	6
5501	1
1526	5
